"Place","Place.Type","Year","Geoid","Max.Month","Measure.Desc.Short","Measure.Type","measure_axis_label","no_definition","Notes","Quantile","rate_label","Strategy","wip_definition","yes_definition","n_missing","Number.of.Records","Rate.Denom","rate_mult","Value.Rate","Illicit opioid overdose deaths","Acute Hepatitis C infections","Deaths (AI/AN)","Deaths (Asian)","Deaths (Black)","Deaths (Hispanic)","Deaths (White nH)","Incarcerated individuals","Drug overdose deaths","Unemployed individuals","Community naloxone reversals","Law Enforcement naloxone reversals","People served by treatment programs","Calls for housing-related services","Children in foster care due to parental substance use","Drug overdose ED visits","Patients receiving buprenorphine","Patients receiving opioid pills","Newborns affected by SU with POSC referral","Community Response Program","Fair Chance Hiring","Housing First","Involvement of People with Lived Experience","Low/No-Cost Sterile Syringe Access","MAT in Jails","MAT Providers","Naloxone Access","Partnerships with CBOs Serving HMPs","Peer Support Specialists","Point Person","Pre-Arrest Diversion","Prescription Dropboxes","START Program","Test Strip Distribution","Uses DHHS Resources"
"Jones","Counties",2017,37103,12,"Children in foster care due to parental substance use disorder","metric","Number of children",NA,"","Lowest","% Children in care due to parental SU","3) Families",NA,NA,0,1,19,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pasquotank","Counties",2017,37139,12,"Children in foster care due to parental substance use disorder","metric","Number of children",NA,"","Lowest","% Children in care due to parental SU","3) Families",NA,NA,0,1,12,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyrrell","Counties",2017,37177,12,"Children in foster care due to parental substance use disorder","metric","Number of children",NA,"","Lowest","% Children in care due to parental SU","3) Families",NA,NA,0,1,10,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexander","Counties",2017,37003,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,37286,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alleghany","Counties",2017,37005,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,11031,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anson","Counties",2017,37007,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,24991,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashe","Counties",2017,37009,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,26957,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avery","Counties",2017,37011,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,17536,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bertie","Counties",2017,37015,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,19224,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bladen","Counties",2017,37017,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,33478,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Camden","Counties",2017,37029,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,10581,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carteret","Counties",2017,37031,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,68881,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cherokee","Counties",2017,37039,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,28087,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chowan","Counties",2017,37041,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,14105,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","Counties",2017,37043,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,11074,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duplin","Counties",2017,37061,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,59039,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgecombe","Counties",2017,37065,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,52747,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gates","Counties",2017,37073,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,11544,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Graham","Counties",2017,37075,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,8541,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greene","Counties",2017,37079,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,21015,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Halifax","Counties",2017,37083,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,51310,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hertford","Counties",2017,37091,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,23906,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoke","Counties",2017,37093,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,54116,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyde","Counties",2017,37095,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,5363,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson","Counties",2017,37099,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,42973,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones","Counties",2017,37103,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,9597,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martin","Counties",2017,37117,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,22789,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McDowell","Counties",2017,37111,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,45159,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell","Counties",2017,37121,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,15072,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery","Counties",2017,37123,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,27435,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northampton","Counties",2017,37131,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,19862,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perquimans","Counties",2017,37143,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,13474,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richmond","Counties",2017,37153,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,44798,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robeson","Counties",2017,37155,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,132606,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sampson","Counties",2017,37163,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,63430,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stanly","Counties",2017,37167,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,61482,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stokes","Counties",2017,37169,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,45717,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyrrell","Counties",2017,37177,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,4052,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Counties",2017,37187,12,"Naloxone reversals reported by a community member","metric","Number of reversals",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,12012,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyrrell","Counties",2017,37177,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"","Lowest","Rate per 100,000 residents","1) Track progress",NA,NA,0,1,4052,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren","Counties",2017,37185,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"","Lowest","Rate per 100,000 residents","1) Track progress",NA,NA,0,1,19883,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Graham","Counties",2017,37075,12,"Opioid-involved deaths involving illicit opioids (heroin, fentanyl, and/or fentanyl analogues)","metric","Number of illicit opioid OD deaths",NA,"","Lowest","% Overdose deaths involving illicit opioids","2) Reduce Supply",NA,NA,0,1,1,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell","Counties",2017,37121,12,"Opioid-involved deaths involving illicit opioids (heroin, fentanyl, and/or fentanyl analogues)","metric","Number of illicit opioid OD deaths",NA,"","Lowest","% Overdose deaths involving illicit opioids","2) Reduce Supply",NA,NA,0,1,2,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery","Counties",2017,37123,12,"Opioid-involved deaths involving illicit opioids (heroin, fentanyl, and/or fentanyl analogues)","metric","Number of illicit opioid OD deaths",NA,"","Lowest","% Overdose deaths involving illicit opioids","2) Reduce Supply",NA,NA,0,1,6,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","Counties",2017,37165,12,"Opioid-involved deaths involving illicit opioids (heroin, fentanyl, and/or fentanyl analogues)","metric","Number of illicit opioid OD deaths",NA,"","Lowest","% Overdose deaths involving illicit opioids","2) Reduce Supply",NA,NA,0,1,4,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Counties",2017,37187,12,"Opioid-involved deaths involving illicit opioids (heroin, fentanyl, and/or fentanyl analogues)","metric","Number of illicit opioid OD deaths",NA,"","Lowest","% Overdose deaths involving illicit opioids","2) Reduce Supply",NA,NA,0,1,1,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexander","Counties",2017,37003,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,37286,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alleghany","Counties",2017,37005,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,11031,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anson","Counties",2017,37007,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,24991,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashe","Counties",2017,37009,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,26957,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avery","Counties",2017,37011,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,17536,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beaufort","Counties",2017,37013,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,47088,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bertie","Counties",2017,37015,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,19224,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burke","Counties",2017,37023,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,89293,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cabarrus","Counties",2017,37025,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,206872,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Camden","Counties",2017,37029,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,10581,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caswell","Counties",2017,37033,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,22646,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cherokee","Counties",2017,37039,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,28087,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chowan","Counties",2017,37041,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,14105,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","Counties",2017,37043,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,11074,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cleveland","Counties",2017,37045,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,97334,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbus","Counties",2017,37047,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,55936,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Craven","Counties",2017,37049,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,102578,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davidson","Counties",2017,37057,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,165466,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duplin","Counties",2017,37061,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,59039,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham","Counties",2017,37063,12,"Naloxone reversals reported by a Law Enforcement Agency","metric","Number of reversals",NA,"","Lowest","Rate per 100,000 residents","6) Justice-Involved Populations",NA,NA,0,1,311640,100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
